date,cust_email,cust_location,product_id,product_quantity
2020-01-23,plimp@gmail.com,45256,T0GS44O0XZHU,1
2020-01-23,plimp@gmail.com,45256,XVS3R0OMBBK2,1
2020-01-23,plimp@gmail.com,45256,X8ZVRQ0VH2QG,1
2020-01-23,plimp@gmail.com,45256,0XL9Z2C6DKEZ,1
2020-01-23,bient@aol.com,01960,T08NB300ZJ7D,1
2020-01-23,ny@outlook.com,60875,T59JYVSWHF1T,1
2020-01-23,grynk@mail.com,43889,AS8CGT72D81B,1
2020-01-23,fruask@inbox.com,76326,BGBQE1HK2QU7,1
2020-01-23,chin@hotmail.com,05742,O4YO7KXIFUM7,2
2020-01-23,stey@hotmail.com,46581,6VRVW8YJZ7H2,3
2020-01-23,stey@hotmail.com,46581,519OF3VBYML5,1
2020-01-23,shoef@msn.com,38743,BNX4WFPQ7XRA,3
2020-01-23,shoef@msn.com,38743,GQKB1Z04AWBS,1
2020-01-23,sao@msn.com,32371,WSEUFP205O2W,1
2020-01-23,sao@msn.com,32371,XLT55ID5734Z,2
2020-01-23,sao@msn.com,32371,62G9N05EZLNC,3
2020-01-23,sao@msn.com,32371,SGEC7R9OKZIH,5
2020-01-23,bla@inbox.com,91557,9L45JFLS4PQD,5
2020-01-24,smev@yahoo.com,12861,HHOSMZB08S0G,1
2020-01-24,smev@yahoo.com,12861,MWJOVMNUT4PL,1
2020-01-24,gre@aol.com,70382,7VT0EX8KAEL3,2
2020-01-24,frind@aol.com,39859,WMIWIVBL81U1,2
2020-01-24,frind@aol.com,39859,Y73333MEHL8T,4
2020-01-24,frind@aol.com,39859,T5T1LODMNEES,1
2020-01-24,frind@aol.com,39859,HNQFFYHB6T2J,1
2020-01-24,stru@yahoo.com,27728,ONNVQE6OVO1P,1
2020-01-24,stru@yahoo.com,27728,N9RWW06XAOV5,2
2020-01-24,stru@yahoo.com,27728,4ITKRXAT1ELB,1
2020-01-24,pre@outlook.com,34677,TSAFFYENBZMH,1
2020-01-24,pre@outlook.com,34677,9U5T03NLHAZA,2
2020-01-24,sliump@icloud.com,18643,CAUA2MD4PG1L,1
2020-01-24,jang@inbox.com,02232,5IK2OJ39KEBW,2
2020-01-24,sleo@live.com,31670,SJTIH01HRE8M,1
2020-01-25,yauv@msn.com,15636,F34SBYW3FYGO,1
2020-01-25,yauv@msn.com,15636,TXUIGZU0176C,1
2020-01-25,yauv@msn.com,15636,QM6LCDLMAXFX,1
2020-01-25,yauv@msn.com,15636,GLCXJL5YI5VR,1
2020-01-25,sta@gmail.com,70641,TAZCBZVXV5TH,1
2020-01-25,sta@gmail.com,70641,IQ0SPBXQLOG8,1
2020-01-25,rio@yahoo.com,09814,YZDE0G76IDKG,1
2020-01-25,rio@yahoo.com,09814,5KU6GGSP2YC7,1
2020-01-25,swae@yahoo.com,98353,915KKWOGA2G1,2
2020-01-26,snauft@gmail.com,68231,V6G7AQUTR63A,1
2020-01-26,snauft@gmail.com,68231,KHAU2Y4KUU4J,4
2020-01-26,wung@aol.com,15924,G82U0OQFLOCW,1
2020-01-26,wung@aol.com,15924,TSSIT8NK2AWZ,1
2020-01-26,wung@aol.com,15924,FEW5I69HNB9P,2
2020-01-26,prich@hotmail.com,47225,OC2VTFAU3K2D,1
2020-01-26,trish@gmail.com,38892,HK25VFAAJUB2,4
2020-01-26,blap@aol.com,91100,97VVZ72DH3W5,1
2020-01-26,blap@aol.com,91100,C7RAI7126M6T,2
2020-01-26,blap@aol.com,91100,KOLDO55W4SLM,1
2020-01-26,hiub@msn.com,08957,4G7VEKV4AN2P,1
2020-01-26,sniy@icloud.com,52222,KK7QS5CEOY1F,1
2020-01-26,sniy@icloud.com,52222,YXP7ECGNQJWI,1
2020-01-26,glea@live.com,35134,OGA99SMZKKT5,1
2020-01-26,glea@live.com,35134,XGAV1MUQQC6U,2
2020-01-26,fraoz@hotmail.com,83522,6T1E2X1582AZ,1
2020-01-26,flao@aol.com,49898,5TD4QQ5DR27F,4
2020-01-26,shoib@yahoo.com,35196,ZS1BDYKMFPJC,2
2020-01-27,yoi@gmail.com,42301,DILZL275UIEZ,2
2020-01-27,yoi@gmail.com,42301,4901UUWUO9LJ,1
2020-01-27,smid@gmail.com,20012,GRBPZMR4MFTS,3
2020-01-27,prei@live.com,45225,6C5STV4SZQUT,4
2020-01-27,ryz@msn.com,43958,ORNAYX98E81E,1
2020-01-27,ript@yahoo.com,68396,COVXHFQ5BPWX,2
2020-01-27,gaoh@aol.com,72807,6VYQBTW89729,1
2020-01-27,stisk@gmail.com,78759,GNU7XPZ1CYJR,2
2020-01-28,smi@mail.com,84862,YIZVFKA1W01N,2
2020-01-28,gle@yahoo.com,57181,XMMIVHQ8ZJZW,3
2020-01-28,trymp@outlook.com,94057,JOHG1JPDF5G8,2
2020-01-28,led@msn.com,13622,B5OBIMLY3BEC,1
2020-01-28,yuink@gmail.com,76326,XCDAPXPFU23A,1
2020-01-28,yuink@gmail.com,76326,N5MP3AAPJUO0,1
2020-01-29,bak@hotmail.com,83726,ECUTWAKTVHAC,1
2020-01-29,bak@hotmail.com,83726,H4B62HNEYRBJ,1
2020-01-29,pluib@yahoo.com,98353,TXPY6X7GWN62,1
2020-01-29,drai@gmail.com,08806,36SEM3VRMO94,2
2020-01-29,drai@gmail.com,08806,TY8XLP1SE1FF,2
2020-01-29,pri@gmail.com,13272,6LFOPYCCMYSA,1
2020-01-30,chei@aol.com,38427,BDNYSZ5NCEOD,1
2020-01-30,prei@hotmail.com,09517,EJLAD8RSKMDI,3
2020-01-30,pree@mail.com,54998,OE1ZV92KQ16J,3
2020-01-30,stri@inbox.com,77893,0TIP6HNIIENZ,2
2020-01-30,stri@inbox.com,77893,BRQVX9U1DQYN,1
2020-01-30,ria@msn.com,43244,F6NO17I2JSEY,1
2020-01-30,ria@msn.com,43244,FEGMDTAL0YU0,1
2020-01-30,ria@msn.com,43244,DCGJ0WFC6TEI,1
2020-01-30,teok@outlook.com,14759,AY9H1NZ5XYK2,1
2020-01-30,teok@outlook.com,14759,LG2WU0KX7W63,3
2020-01-30,grank@gmail.com,54306,VYL4XCD5H734,2
2020-01-30,grank@gmail.com,54306,S399LQIDZF8O,1
2020-01-31,clue@outlook.com,70641,8XDLFXLZQZAU,1
2020-01-31,clue@outlook.com,70641,4GNFMWR6XF9R,1
2020-01-31,glyr@yahoo.com,94636,QQEZY51Q4FC1,2
2020-01-31,glyr@yahoo.com,94636,182UELCN784N,2
2020-01-31,glyr@yahoo.com,94636,Q6A4BNYFC00D,1
2020-01-31,glyr@yahoo.com,94636,CYRH7QS8IUBX,1
2020-02-01,jio@gmail.com,43889,VHECDWSVT5SG,1
2020-02-01,swu@hotmail.com,04883,G29C7D8N6E4B,3
2020-02-01,swu@hotmail.com,04883,L39VO0ISI3LW,2
2020-02-01,voof@hotmail.com,20170,V8HI14C8I00J,1
2020-02-01,voof@hotmail.com,20170,V7IXT9OW0LEV,1
2020-02-01,voof@hotmail.com,20170,G9IG46OL4PJQ,1
2020-02-01,croft@yahoo.com,68168,PARC1BS063H0,1
2020-02-01,croft@yahoo.com,68168,RUMKUVBOITIP,2
2020-02-02,de@live.com,54471,1XOMXZRCSH75,2
2020-02-02,de@live.com,54471,D4SSUEU6P1KP,1
2020-02-02,tuand@gmail.com,35306,6M9K7IG84TOT,1
2020-02-02,spiu@yahoo.com,47776,55JEHW2USXW2,1
2020-02-02,spiu@yahoo.com,47776,Z0IULB8Y53WD,1
2020-02-02,frou@inbox.com,32173,IC3V62519PRS,1
2020-02-02,shess@msn.com,35196,64KT4MT3VPXJ,1
2020-02-02,shess@msn.com,35196,BYSBC1MQNVEW,2
2020-02-03,tech@gmail.com,99458,NJXTEIKCWREN,6
2020-02-03,tech@gmail.com,99458,06MQJMJBY49N,4
2020-02-03,croank@aol.com,85399,1S775L57EIMM,1
2020-02-03,croank@aol.com,85399,7A2YEWCKY4V0,1
2020-02-03,croank@aol.com,85399,OGF2QX767AOS,3
2020-02-03,croank@aol.com,85399,K3YGDAMMQ8VS,1
2020-02-03,skea@outlook.com,28438,FMMID26GGM3A,3
2020-02-03,skea@outlook.com,28438,2D114EB78TW0,3
2020-02-03,raoy@gmail.com,59140,11EM77MSUQS0,2
2020-02-03,raoy@gmail.com,59140,JWHH295AINC5,7
2020-02-03,raoy@gmail.com,59140,3GPNSUQVFQH5,1
2020-02-03,raoy@gmail.com,59140,DOH3ASJNCV9O,1
2020-02-03,raoy@gmail.com,59140,IF2J1V49UXWX,1
2020-02-04,priunk@hotmail.com,07593,ORS7FGRFSVYB,1
2020-02-04,grai@aol.com,27194,5D57MNMAVBVQ,1
2020-02-04,grai@aol.com,27194,HDI8SK221OYP,4
2020-02-04,grai@aol.com,27194,IW3BGEUSXLL1,1
2020-02-04,gluich@icloud.com,57414,6HWNDDX9A35J,5
2020-02-04,gluich@icloud.com,57414,OH9CD5W75A20,1
2020-02-04,cran@gmail.com,10467,YB0SA114GP3K,1
2020-02-04,cran@gmail.com,10467,9WEENTCWJKU7,1
2020-02-04,cran@gmail.com,10467,5BLLCEL81POE,1
2020-02-05,plai@yahoo.com,99458,YKOC1VVFECWU,3
2020-02-05,plai@yahoo.com,99458,V4FN5O3KON0A,1
2020-02-05,plai@yahoo.com,99458,HBBRCW51IUBJ,1
2020-02-05,plai@yahoo.com,99458,A3XQWF11QWIG,2
2020-02-05,plai@yahoo.com,99458,DBEJ0IYIC436,1
2020-02-05,bro@gmail.com,08806,EIYX1DMBSCNK,2
2020-02-05,neft@yahoo.com,64509,Y76JMGTKY3O1,1
2020-02-05,neft@yahoo.com,64509,WCTQE5WKR7R8,1
2020-02-05,neft@yahoo.com,64509,NOZHS37FTN8D,1
2020-02-05,vyp@msn.com,94554,6HNSKSAMVNQF,1
2020-02-06,struo@yahoo.com,70110,DOVPH1I9Z6IW,1
2020-02-06,struo@yahoo.com,70110,SVN02UWTB04W,2
2020-02-06,shoe@gmail.com,08806,7MJLG5ODG7YT,1
2020-02-06,benk@gmail.com,43002,3P55ZDLCE10T,2
2020-02-06,benk@gmail.com,43002,9JNYEGATUGF5,3
2020-02-06,benk@gmail.com,43002,VKQ6RS667TXI,5
2020-02-07,bant@gmail.com,35134,S1IGAO9U76MT,2
2020-02-07,bant@gmail.com,35134,9XO55DIOR9M5,1
2020-02-07,bant@gmail.com,35134,3V243PPSQ5BA,3
2020-02-07,sheass@yahoo.com,03252,U2V022BO2YKR,1
2020-02-07,gie@msn.com,23525,H5HETFD5X7KN,3
2020-02-07,brik@hotmail.com,49966,OZZATUYPCKI7,2
2020-02-07,brik@hotmail.com,49966,32U73OLDBDK9,4
2020-02-07,brik@hotmail.com,49966,W251VUJRKPQX,3
2020-02-07,brik@hotmail.com,49966,U7F0GIY5Z4OS,2
2020-02-07,friuft@outlook.com,85513,ZAMT50IZIWK4,2
2020-02-07,friuft@outlook.com,85513,BAAEMLFA5KL9,1
2020-02-08,criuw@gmail.com,97755,DXO7HGBHP55K,1
2020-02-08,brub@hotmail.com,63583,IIB6QGHMZJXG,2
2020-02-08,praor@gmail.com,21288,AMQC0R1DE241,2
2020-02-08,nuonk@outlook.com,77103,DRQFX8IY0KNU,1
2020-02-08,fest@yahoo.com,95264,51PE4ROPYPV7,2
2020-02-08,fest@yahoo.com,95264,T3IMYXJXE5LQ,1
2020-02-08,zeu@mail.com,05742,WVAVGHH3424B,1
2020-02-08,kaist@icloud.com,24645,PIPAXZNUO8XT,1
2020-02-09,cluest@yahoo.com,42638,GCH2DPIBQ85S,1
2020-02-09,cluest@yahoo.com,42638,L8CVGW8UWNR7,3
2020-02-09,cluest@yahoo.com,42638,RVD23XRBCADU,1
2020-02-09,bol@gmail.com,23165,HNIG43R1NXYN,1
2020-02-09,bol@gmail.com,23165,GKFPUW06IQOT,3
2020-02-09,snund@gmail.com,72792,4B2DGC72LU64,1
2020-02-09,snund@gmail.com,72792,OZY6T80KDLLK,1
2020-02-09,snund@gmail.com,72792,W4BDJPZL20B2,2
2020-02-09,snund@gmail.com,72792,VV7U16L66ZH8,1
2020-02-09,fri@hotmail.com,18015,2TK79UMW5BAL,1
2020-02-09,moist@yahoo.com,76754,WO7DZG3E2HOI,2
2020-02-09,moist@yahoo.com,76754,9FBR67N4QEBL,1
2020-02-10,drisk@hotmail.com,05763,TMP6TTASGJ5B,2
2020-02-10,bruent@hotmail.com,90357,9SDN527VNCHF,1
2020-02-10,bruent@hotmail.com,90357,PMC89RGZXVDR,1
2020-02-10,bruent@hotmail.com,90357,OJF0CEJ0YCU2,2
2020-02-10,lue@yahoo.com,85694,6WBZZL0LYX6L,1
2020-02-10,pryst@msn.com,38427,WYHQIKCZKD0J,1
2020-02-10,liob@icloud.com,65240,TYNVBE37Z8RY,2
2020-02-10,trig@live.com,25477,0DTGBI3JY4PJ,1
2020-02-10,vaind@hotmail.com,47908,H03XPVRZ6TEB,2
2020-02-10,vaind@hotmail.com,47908,SCQSI4KJ5FBV,2
2020-02-10,vaind@hotmail.com,47908,RMNWKIIYR1F1,2
2020-02-11,blov@yahoo.com,01914,84PCD75L2MG7,1
2020-02-11,blov@yahoo.com,01914,JVO0T4HACTH5,1
2020-02-11,blov@yahoo.com,01914,PTU6VBF5NIBU,1
2020-02-11,ruank@gmail.com,79356,0DIUDMEIQE4C,1
2020-02-11,ruank@gmail.com,79356,O9WZG2W5FZ11,1
2020-02-11,sluok@inbox.com,19394,89DRSI5X6NQJ,1
2020-02-11,gla@yahoo.com,25439,KIJANQHRBJ9X,1
2020-02-11,gla@yahoo.com,25439,EOJ9WLMD1FR3,1
2020-02-11,gla@yahoo.com,25439,PN9D3X0UM9XW,2
2020-02-11,gla@yahoo.com,25439,A2147ZJ3EJDM,2
2020-02-11,gla@yahoo.com,25439,5LR2PTSNORZH,1
2020-02-12,tav@yahoo.com,73293,D91LI88648E6,1
2020-02-12,dro@gmail.com,77789,2Q95OX6HFVG7,2
2020-02-12,ziu@aol.com,78421,ORL529OFGGID,5
2020-02-12,ziu@aol.com,78421,4622U9QRO2AH,1
2020-02-12,skiek@yahoo.com,02726,59USGOVQQRLR,1
2020-02-12,skiek@yahoo.com,02726,5X34GY8F5FVS,1
2020-02-12,clich@yahoo.com,92613,WBFAOFFJBPUJ,1
2020-02-13,bien@yahoo.com,27945,DB52PJMKFIZE,3
2020-02-13,priss@hotmail.com,22708,V2YIOHJFIR4A,2
2020-02-13,struip@live.com,14486,1WPCFROIBNDO,1
2020-02-13,struip@live.com,14486,N9K39YM8XN8E,3
2020-02-13,kub@live.com,54892,CY4JNEY6RJD5,1
2020-02-13,kub@live.com,54892,C8GCVBAC0TPB,1
2020-02-14,dooct@hotmail.com,18009,RNCJET56G8UN,1
2020-02-14,sliusk@hotmail.com,54998,379GINQMDHRL,1
2020-02-14,to@live.com,15924,O9G40C0XTFX2,1
2020-02-14,plyss@gmail.com,68288,RDFVFKTRCIN6,3
2020-02-14,plyss@gmail.com,68288,JJ0GLZDAR20X,2
2020-02-14,plyss@gmail.com,68288,0V2ED8G13RQ9,1
2020-02-14,plyss@gmail.com,68288,Z8S59OQRKDOS,1
2020-02-14,glyr@yahoo.com,94636,KR0BOKO1GY7B,1
2020-02-14,glyr@yahoo.com,94636,QSAHQ8UG3I89,1
2020-02-14,noank@live.com,33818,30P5VYXLCPM9,1
2020-02-14,slyh@icloud.com,67020,8ST2SUY9GS6G,2
2020-02-14,slyh@icloud.com,67020,15VRIXQKCU3O,3
